event_date,event_type,bin,address,bbl,record_id,category_or_type,origin,ref_311,severity,status_or_disposition,amount,penalty_imposed,penalty_paid,balance_due,respondent_or_owner,description,inspector_comments,source_table
2025-06-21,ecb_violation,1037551,219 E 42 ST,1013160012,35361034J,Cranes and Derricks,dob_enforcement,,CLASS - 1,RESOLVE,,10000.0,0.0,10000.0,FRANK SIGNORELLI,"AT TIME OF INCIDENT, MASTER RIGGER #188 FRANK SIGNORELLI ON SITE WAS ATTEMPTING TO HEIST CRANE LTM Y100(70K LBS) WITH THE USE OF INAPPROPRIATE RIGGING METHODS FOR THIS OPERATION WHICH LED TO CRITICAL FAILURE OF",,ecb_violations
2025-06-21,ecb_violation,1037551,219 E 42 ST,1013160012,35361035L,Construction,dob_enforcement,,CLASS - 1,ACTIVE / PENDING,,5000.0,0.0,5000.0,FRANK SIGNORELLI,"AT TIME OF INCIDENT, MASTER RIGGER ON SITE #188 FRANK SIGNORELLI FAILED TO NOTIFY THE DEPARTMENT OF INCIDENT. HE WAS ATTEMPTING TO PICK A 70K LB CRANE, WHERE THE RIGGING FAILED LEADING TO THE CRANE DROPPING. NO",,ecb_violations
2025-06-27,permit_job_filed,1037551,219 E 42 ST,1013160012,M01089006-S2,Alteration,applicant,,,Permit Entire,1000.0,,,,JEM CONTRACTING CORP,"Alteration filing; initial cost $1,000; dwelling units 0 -> 0; approved -; first permit 2025-06-27; signoff -",,permits_now
2025-06-27,work_permit_issued,1037551,219 E 42 ST,1013160012,M01089006-S2-SF,Supported Scaffold (Initial Permit),applicant,,,Permit Issued,1000.0,,,,JEM CONTRACTING CORP,Supported Scaffold installation as per plans filed herewith.,,permits
2025-06-30,work_permit_issued,1037552,235 E 42 ST,1013160023,M01075133-I1-GC,General Construction (Renewal Permit Without Changes),applicant,,,Permit Issued,98700000.0,,,,235 GC LLC,Conversion of existing commercial office building to residential,,permits
2025-07-02,permit_job_filed,1037552,235 E 42 ST,1013160023,M01242619-I1,Alteration,applicant,,,Permit Entire,1000.0,,,,235 GC LLC,"Alteration filing; initial cost $1,000; dwelling units 1 -> 1; approved -; first permit 2025-07-03; signoff -",,permits_now
2025-07-03,work_permit_issued,1037552,235 E 42 ST,1013160023,M01242619-I1-PMM,Protection and Mechanical Methods (Initial Permit),applicant,,,Permit Issued,1000.0,,,,235 GC LLC,INSTALLATION OF A TEMPORARY PLATFORM AT THE 34TH FLOOR IN ACCORDANCE WITH THE PLANS SUBMITTED HEREWITH. THE TEMPORARY PLATFORM SHALL BE INSTALLED AND MAINTAINED IN FULL COMPLIANCE WITH CHAPTER 33 OF THE 2022 NEW YORK CITY BUILDING CODE.,,permits
2025-07-07,complaint,1037552,235 E 42 ST,1013160023,1699382,91 SITE CONDITIONS ENDANGERING WORKERS,311,311-23564253,A,07/07/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,demolition and carpentry labor work amongst otherconstruction . some of the workers don't have the workers wallet whichis a requirement as of July 1,I-2 OBSERVED AT TIME OF INSPECTION ALL WORKERS VISIBLE WERE ABLE TO PRESENT WORKWALLETS ON REQUEST.,open_data+bis_scrape
2025-07-07,complaint,1037552,235 E 42 ST,1013160023,1699403,09 DEBRIS - EXCESSIVE,311,311-23567094,B,07/31/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,"When dumping on the 43 street side no dust control measures taken , During crane operations i observe a guy not wearing a hard hat on the same 43 street side, They don't have permits to close off street making operations hazardous","ATOI, OBSERVED ALL ACTIVE PERMITS LOCATED IN PERMIT BOARD ON EAST 42ND STREET. MET WITH SITE SAFETY MANAGER OBSERVED GARBAGE/DEBRIS REMOVAL, AND DUST MITIGATION PLAN WAS POSTED. CRANE WAS NOT ACTIVE AT THE TIME OF INSPECTION.",open_data+bis_scrape
2025-07-08,complaint,1037552,235 E 42 ST,1013160023,1699472,7J WORK WITHOUT A PERMIT - OCCUPIED MULTIPLE DWELLING,311,311-23577164,A,07/08/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,"Mixed use building with people presumably living inbuilding. No permit is posted. dangerous operation, cranes liftingheavy objects with a crane, no flags","AT TIME OF INSPECTION OBSERVED NO OPERATION OF CRANES LIFTING UP HEAVY OBJECTS ON THE STREET JOBSITE CLOSE NO WORKERS ON SITE NO VIOLATION WARRANTED,.",open_data+bis_scrape
2025-07-16,complaint,1037552,235 E 42 ST,1013160023,1A00088,2G ADVERTISING SIGN/BILLBOARD/POSTERS/FLEXIBLE FABRIC - ILLEGAL,311,311-23674090,C,11/24/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,,NOTED: BILLBOARDS & OR ADVERTISEMENTS HAVE BEEN REMOVED DUE TO THE BUILDING BEING RENOVATED. NO VIOLATING CONDITIONS OBSERVED.,open_data+bis_scrape
2025-07-21,complaint,1037552,235 E 42 ST,1013160023,1700330,10 DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,311,311-23736099,A,07/24/2025 - L2 - STOP WORK ORDER FULLY RESCINDED,,,,,,debris are falling off the windows on that construction,Permitted to continue installation of windows and spandrel glass at exposures 1 and 4 from floors 2 to 8.,open_data+bis_scrape
2025-07-21,complaint,1037552,235 E 42 ST,1013160023,1700333,91 SITE CONDITIONS ENDANGERING WORKERS,agency,,A,07/21/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,PEICES OF SHATTERED WINDOW LANDED ON SWS. NO INJURIESREPORTED,ENFORMENT ACTION TAKEN ON COMPLAINT #1700330,open_data+bis_scrape
2025-07-21,ecb_violation,1037552,235 E 42 ST,1013160023,39542631X,Construction,dob_enforcement,,CLASS - 2,RESOLVE / DEFAULT,,5030.0,0.0,5030.0,235 GC LLC,"AT THE TIME OF INCIDENT, ACTIVE DEMO AND ALTERATION JOB SITE AT 33 STORIES, WHERE A PIECE OF WINDOW SPANDREL GLASS FELL FROM THE 8TH FLOOR AT EXPOSURE#1 OF THE BUILDING HITTING SIDEWALK SHED, INSPECTION REVEAL",,ecb_violations
2025-07-25,complaint,1037551,219 E 42 ST,1013160012,1700702,83 CONSTRUCTION - CONTRARY/BEYOND APPROVED PLANS/PERMITS,311,311-23782068,B,07/30/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,There is a construction taking place on a commercial building and an entire block whereby it is taking place prior to the allotted hours of operation. The noise from this construction is affecting the quality of life of the neighboring residents. They lifted a truck with the intention of putting it on top of the roof of the building and the braces around the truck that was being lifted actually broke and the truck fell at least 3-4 stories. This is a very dangerous/hazardous condition and site and needs to be investigated as soon as possible.,At time of inspection on a active construction site no one was aware of any truck falling 3-4 stories no dangeroushazardous conditions was observed no enforcement action necessary,open_data+bis_scrape
2025-07-28,work_permit_issued,1037551,219 E 42 ST,1013160012,M01060280-S2-PL,Plumbing (Renewal Permit Without Changes),applicant,,,Signed-off,20000.0,,,,219 GC LLC,Plumbing work as shown.,,permits
2025-08-01,permit_job_filed,1037551,219 E 42 ST,1013160012,M01264199-I1,Alteration,applicant,,,LOC Issued,15750.0,,,,219 GC LLC,"Alteration filing; initial cost $15,750; dwelling units 1 -> 1; approved -; first permit 2025-08-01; signoff 2026-01-29",,permits_now
2025-08-01,work_permit_issued,1037551,219 E 42 ST,1013160012,M01264199-I1-PMM,Protection and Mechanical Methods (Initial Permit),applicant,,,Signed-off,15750.0,,,,219 GC LLC,"INSTALLATION OF TEMPORARY PLATFORM PROTECTION DECK OVER EXISTING SHAFT OPENING AS PER PLANS. PLATFORM SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION",,permits
2025-08-06,complaint,1037552,235 E 42 ST,1013160023,1701631,10 DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,agency,,A,08/12/2025 - L2 - STOP WORK ORDER FULLY RESCINDED,,,,,,SSM REPORTED THAT ELECTRICAL EQUIPTMENT FELL FROM BUILDING INTO STREET NO INJURIES REPORTED,At time of re-inspection I observed plywood coverings on all open shafts that were used for dropping debris. Plywood now covers perimeter spandrel panels as per the means and methods provided.,open_data+bis_scrape
2025-08-06,complaint,1037552,235 E 42 ST,1013160023,1701635,10 DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,311,311-23933968,A,08/07/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,Metal part of door flew across street from building underrenovation.,I2 - CSE ANSWERED INCIDENT 44880 DUE DOOR FALLING FROM CONTROL ACCESS ZONE. FULL STOP WORK ORDER ISSUED. PLEASE SEE COMPLAINT # 1701631.,open_data+bis_scrape
2025-08-06,ecb_violation,1037552,235 E 42 ST,1013160023,39543341M,Unknown,dob_enforcement,,CLASS - 1,RESOLVE,,5000.0,0.0,5000.0,235 GC LLC,RESPONDING TO AN INCIDENT WHERE A PIECE OF METAL PANEL FELL OFF THE BUILDING FROM THE 33RD FLOOR LEVEL AND LANDED ON THE SIDEWALK. INSPECTION REVEALS UPON REVIEWING THE PRE-SHIFT SAFETY MEETING FOR THE TASK/SCO,,ecb_violations
2025-08-06,ecb_violation,1037552,235 E 42 ST,1013160023,39543342Y,Unknown,dob_enforcement,,CLASS - 1,RESOLVE,,5000.0,0.0,5000.0,235 GC LLC,RESPONDING TO AN INCIDENT WHERE A PIECE OF METAL PANEL FELL OFF THE BUILDING FROM THE 33RD FLOOR LEVEL AND LANDED ON THE SIDEWALK. UPON ARRIVING ON SITE IT WAS OBSERVED THAT THE METAL PANEL ON THE SIDEWALK WAS,,ecb_violations
2025-08-06,ecb_violation,1037552,235 E 42 ST,1013160023,39543343X,Construction,dob_enforcement,,CLASS - 1,RESOLVE,,10000.0,0.0,10000.0,235 GC LLC,INCIDENT OCCURRED WHERE A METAL PANEL FELL FROM THE 33RD FLOOR AND LANDED ON THE SIDEWALK.INSPECTION REVEALED DEBRIS WAS THROWN FROM THE ROOF TO THE 33RD FLOOR WITHOUT AN ENCLOSED SHAFTWAY(3306.9.12.1)DEBRIS RI,,ecb_violations
2025-08-06,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S2-PL,Plumbing (Renewal Permit Without Changes),applicant,,,Permit Issued,25000.0,,,,235 GC LLC,Plumbing work as shown.,,permits
2025-08-07,complaint,1037552,235 E 42 ST,1013160023,1701696,86 WORK CONTRARY TO STOP WORK ORDER,311,311-23944151,A,08/07/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,The order was given 8/6/2025 and the workers are continuingto work today 8/7/2025. This needs to be investigated. Conversionprojects is occurring at this time.,"Site safety manager and construction superintendent were present and complying with the stop work order. No unsafe conditions were observed during the inspection, no action for this complaint.",open_data+bis_scrape
2025-08-07,complaint,1037552,235 E 42 ST,1013160023,1701701,91 SITE CONDITIONS ENDANGERING WORKERS,311,311-23945455,A,08/07/2025 - H1 - PLEASE SEE COMPLAINT NUMBER 1701635,,,,,,Unsafe debris removal which is putting pedestrians and myco-workers at risk. Object falling from high up landing on thesidewalk.,H1 - PLEASE SEE COMPLAINT # 1701635.,open_data+bis_scrape
2025-08-12,complaint,1037552,235 E 42 ST,1013160023,1702006,86 WORK CONTRARY TO STOP WORK ORDER,311,311-24005314,A,08/12/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,There is a commercial building whereby workers are stilldoing work and accepting deliveries although a stop work order ineffect.,At time of inspection I observed no deliveries being made due to the job having a full stop work order. No unsafe conditions to report. No action necessary.,open_data+bis_scrape
2025-08-15,complaint,1037552,235 E 42 ST,1013160023,1702354,83 CONSTRUCTION - CONTRARY/BEYOND APPROVED PLANS/PERMITS,311,311-24043517,B,08/20/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,,ATOI SITE SAFETY MANAGER ON SITE. NO CONCRETE ACTIVATES WAS OBSERVED. NO VIOLATION WARRANTED. NO ACTION IS REQUIRED.,open_data+bis_scrape
2025-08-18,ecb_violation,1037551,219 E 42 ST,1013160012,39157994Y,Unknown,dob_enforcement,,CLASS - 2,ACTIVE / ADMIT/IN-VIO,,5000.0,5000.0,0.0,DEFALCO CONSTRUCTION INC,"EQUIPMENT USER, DEFALCO CONSTRUCTION INC FAILED TO MAKE THE PROPER NOTIFICATION TO THE DEPARTMENT OF THE CRANES DEPARTURE ON AUGUST 18,2025. CN493/25 CD4969., PROPERLY NOTIFY THE DEPARTMENT",,ecb_violations
2025-08-18,work_permit_issued,1037552,235 E 42 ST,1013160023,M01060633-S7-ST,Structural (Renewal Permit Without Changes),applicant,,,Signed-off,100000.0,,,,235 GC LLC,Structural work as shown on the plans (courtyard framing).,,permits
2025-08-19,permit_job_filed,1037551,219 E 42 ST,1013160012,M01075131-P4,ALT-CO - New Building with Existing Elements to Remain,applicant,,,Approved,96400000.0,,,,219 GC LLC,"ALT-CO - New Building with Existing Elements to Remain filing; initial cost $96,400,000; dwelling units 0 -> 481; approved 2025-12-23; first permit -; signoff -",,permits_now
2025-08-20,work_permit_issued,1037551,219 E 42 ST,1013160012,M01060280-S6-FO,Foundation (Renewal Permit with Changes),applicant,,,Permit Issued,1500000.0,,,,219 GC LLC,Foundation work as shown on the plans.,,permits
2025-08-21,complaint,1037551,219 E 42 ST,1013160012,1702845,67 CRANE - NO PERMIT/LICENSE/CERT/UNSAFE/ILLEGAL,agency,,A,08/21/2025 - A8 - ECB VIOLATION SERVED,,,,,,NO NOTIFICATION,"EQUIPMENT USER, DEFALCO CONSTRUCTION INC FAILED TO MAKE THE PROPER NOTIFICATION TO THE DEPARTMENT CN493/25 CD4969. 2 VIOLATIONS WERE ISSUED.",open_data+bis_scrape
2025-08-21,ecb_violation,1037551,219 E 42 ST,1013160012,39157995X,Unknown,dob_enforcement,,CLASS - 2,ACTIVE / ADMIT/IN-VIO,,5000.0,5000.0,0.0,DEFALCO CONSTRUCTION INC,"EQUIPMENT USER, DEFALCO CONSTRUCTION INC FAILED TO MAKE THE PROPER NOTIFICATION TO THE DEPARTMENT OF THE CRANES ARRIVAL ON AUGUST 21,2025. CN493/25 CD4969., PROPERLY NOTIFY THE DEPARTMENT",,ecb_violations
2025-08-21,work_permit_issued,1037551,219 E 42 ST,1013160012,M01227390-I1-PMM,Protection and Mechanical Methods (Renewal Permit Without Changes),applicant,,,Permit Issued,1000.0,,,,219 GC LLC,"Installation and use of temporary loading platforms as per plans filed herewith. No change in use, egress, or occupancy.",,permits
2025-08-23,complaint,1037552,235 E 42 ST,1013160023,1702960,91 SITE CONDITIONS ENDANGERING WORKERS,311,311-24138289,A,08/25/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,yesterday when walking I saw some smoke by a constructionsite Im reporting because I'm concerned for the workers,"I-2 NO CONSTRUCTION IN PROGRESS, NO SMOKE OR HAZARDOUS CONDITIONS OBSERVED AT TIME INSPECTION",open_data+bis_scrape
2025-08-26,complaint,1037552,235 E 42 ST,1013160023,1703098,05 PERMIT - NONE (BUILDING/ PA/ DEMO ETC.),311,311-24173658,B,08/29/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,,NO ACTIVE CRANE OPERATION OBSERVED AT TIME OF INSPECTION. DEBRIS CLEANUP WAS IN PROGRESS AT TIME OF INSPECTION,open_data+bis_scrape
2025-09-03,complaint,1037552,235 E 42 ST,1013160023,1703611,09 DEBRIS - EXCESSIVE,311,311-24265263,B,10/06/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,"They are using torch in first floor and sparks are going onto street as they don't have spark barriers and have gate opened, I see debries everywhere on the first floor. There are trucks all over causing traffic hazards . Insufficient flaggers. When they dump garbage on the 42nd street side they are not using water to keep dust down and it cause big clouds of dust (possible asbestos) that could affect anybody walking by","ATOI, OBSERVED NO TORCH USE ON FIRST FLOOR, NO DEBRIS ON FIRST FLOOR, NO GARBAGE IS BEING DUMPED, TRAFFIC IS NOT BEING BLOCKED AND MAIN GATE IS CLOSED. NO VIOLATION WARRANTED AT TIME OF INSPECTION.",open_data+bis_scrape
2025-09-03,complaint,1037552,235 E 42 ST,1013160023,1703618,67 CRANE - NO PERMIT/LICENSE/CERT/UNSAFE/ILLEGAL,311,311-24266497,A,09/05/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,,A PERMITTED DERRICK(CN12225 CD5206) IS ON SITE(NOT A TOWER CRANE) WITH LD#000109 AND HMO#010133 WITH CERTIFIED RIGGERS. NO VIOLATING CONDITIONS OBSERVED.,open_data+bis_scrape
2025-09-05,permit_job_filed,1037552,235 E 42 ST,1013160023,M01232615-P1,Alteration,applicant,,,Approved,0.0,,,,235 GC LLC,Alteration filing; initial cost $0; dwelling units nan -> nan; approved 2025-09-08; first permit -; signoff -,,permits_now
2025-09-09,permit_job_filed,1037552,235 E 42 ST,1013160023,M01242619-P1,Alteration,applicant,,,Approved,1000.0,,,,235 GC LLC,"Alteration filing; initial cost $1,000; dwelling units 1 -> 1; approved 2025-09-09; first permit -; signoff -",,permits_now
2025-09-09,work_permit_issued,1037551,219 E 42 ST,1013160012,M01088411-I1-PMM,Protection and Mechanical Methods (Renewal Permit Without Changes),applicant,,,Permit Issued,20400.0,,,,219 GC LLC,"INSTALLATION OF 7,100 LB DUAL PERSONNEL/MATERIAL HOIST CARS @ SOUTH  COURTYARD AS PER PLANS DURING CONSTRUCTION. HOIST SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",,permits
2025-09-09,work_permit_issued,1037552,235 E 42 ST,1013160023,M01088413-I1-PMM,Protection and Mechanical Methods (Renewal Permit Without Changes),applicant,,,Permit Issued,20400.0,,,,235 GC LLC,"INSTALLATION OF 7,000 LB DUAL PERSONNEL/MATERIAL HOIST CARS @ NORTH COURTYARD AS PER PLANS DURING CONSTRUCTION. HOIST SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",,permits
2025-09-09,work_permit_issued,1037551,219 E 42 ST,1013160012,M01103050-I1-PMM,Protection and Mechanical Methods (Renewal Permit Without Changes),applicant,,,Permit Issued,20400.0,,,,219 GC LLC,"INSTALLATION OF DUAL PERSONNEL/MATERIAL HOIST CARS @ NORTH COURTYARD (7,000 LB &  7,100 LB CAPACITIES) AS PER PLANS DURING CONSTRUCTION. HOIST SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",,permits
2025-09-09,work_permit_issued,1037551,219 E 42 ST,1013160012,M01111013-I1-FN,Construction Fence (Renewal Permit Without Changes),applicant,,,Permit Issued,16000.0,,,,219 GC LLC,"INSTALLATION OF 8' HIGH TEMPORARY CONSTRUCTION PLYWOOD FENCE ENCLOSURE AS PER PLANS DURING CONSTRUCTION. NO CHANGE IN USE, EGRESS OR OCCUPANCY. FENCE SHALL COMPLY WITH CHAPTER 33 OF NYC BUILDING CODE OF 2022.",,permits
2025-09-09,work_permit_issued,1037552,235 E 42 ST,1013160023,M01111022-I1-FN,Construction Fence (Renewal Permit Without Changes),applicant,,,Permit Issued,21000.0,,,,235 GC LLC,"INSTALLATION OF 8' HIGH TEMPORARY CONSTRUCTION PLYWOOD FENCE ENCLOSURE AS PER PLANS DURING CONSTRUCTION. NO CHANGE IN USE, EGRESS OR OCCUPANCY. FENCE SHALL COMPLY WITH CHAPTER 33 OF NYC BUILDING CODE OF 2022.",,permits
2025-09-09,work_permit_issued,1037552,235 E 42 ST,1013160023,M01114689-I1-PMM,Protection and Mechanical Methods (Renewal Permit Without Changes),applicant,,,Permit Issued,20400.0,,,,235 GC LLC,"INSTALLATION OF 7,000 LB DUAL PERSONNEL/MATERIAL HOIST CARS @ SOUTH COURTYARD AS PER PLANS DURING CONSTRUCTION. HOIST SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",,permits
2025-09-11,permit_job_filed,1037551,219 E 42 ST,1013160012,M01283409-I1,Alteration,applicant,,,Permit Entire,200000.0,,,,219 GC LLC,"Alteration filing; initial cost $200,000; dwelling units 0 -> 0; approved 2025-09-11; first permit 2025-09-17; signoff -",,permits_now
2025-09-11,permit_job_filed,1037551,219 E 42 ST,1013160012,M01283409-S1,Alteration,applicant,,,Approved,50000.0,,,,219 GC LLC,"Alteration filing; initial cost $50,000; dwelling units 0 -> 0; approved 2025-09-11; first permit -; signoff -",,permits_now
2025-09-17,work_permit_issued,1037551,219 E 42 ST,1013160012,M01283409-I1-GC,General Construction (Initial Permit),applicant,,,Permit Issued,200000.0,,,,219 GC LLC,Office fitout as shown.,,permits
2025-09-22,complaint,1037551,219 E 42 ST,1013160012,1705037,10 DEBRIS/BUILDING - FALLING OR IN DANGER OF FALLING,311,311-24498205,A,11/19/2025 - L2 - STOP WORK ORDER FULLY RESCINDED,,,,,,"the doing construction , there are 8 expire permits from NYC DOB and DOT , that is being done on the exterior side of the building , there falling dust when I open up the window , I can not breath and my eyes start to water. They start construction at 6:30 am . This been going on for months. I have pictures where the debris is falling. They work on Saturdays as well at 8:30am. They converting the whole block into residential building .",OKAY TO RESUME ALL WORK AT EXPOSURE #3 (E. 43RD STR) AS PER INSPECTION CONDUCTED 09/24/2025 BY #3073,open_data+bis_scrape
2025-09-22,ecb_violation,1037551,219 E 42 ST,1013160012,35685727N,Construction,dob_enforcement,,CLASS - 1,RESOLVE,,10000.0,0.0,10000.0,219 GC LLC,FAILURE TO SAFEGUARD ALL PERSONS AND PROPERTY AFFECTED BY CONSTRUCTIONOPERATIONS.AS NOTED:AT EXP#3 LOCATED ON EAST 43RD ST THERE IS NO SIDEWALK SHED IN PLACE TO PROTECT PUBLIC AND PROPERTIES FROM HAZARDS OF ONG,,ecb_violations
2025-09-30,complaint,1037551,219 E 42 ST,1013160012,1705701,91 SITE CONDITIONS ENDANGERING WORKERS,agency,,A,10/06/2025 - L2 - STOP WORK ORDER FULLY RESCINDED,,,,,,"SITE SAFETY MANAGER REPORTED THAT A WORKER FELL DOWN DURINGMATERIAL HANDLING OPERATION, AMBULANCE CALLED","During the inspection, it was confirmed that documents were submitted for means methods and standpipe test from 25th floor and above, documents found to be acceptable, the stop order been fully rescinded and work may resume back for normal activities.",open_data+bis_scrape
2025-09-30,ecb_violation,1037551,219 E 42 ST,1013160012,39545475R,Construction,dob_enforcement,,CLASS - 1,RESOLVE,,10000.0,0.0,10000.0,219 GC LLC,"RESPONDING TO AN INCIDENT WHERE A WORKER FELL APPROXIMATELY 12 FEET FROM 27TH FLOOR TO 26 FLOOR THROUGH PERIMETER HOLE OPENING. I OBSERVED THAT THERE WERE NO GUARDRAIL SYSTEM, CONTROL ACCESS ZONE, TAGLINES OR P",,ecb_violations
2025-09-30,ecb_violation,1037551,219 E 42 ST,1013160012,39545476Z,Unknown,dob_enforcement,,CLASS - 1,RESOLVE / DISMISSED,,0.0,0.0,0.0,219 GC LLC,"FAILURE TO PERFORM SUCCESSFUL HYDROSTATIC PRESSURE TEST OF STANDPIPE SYSTEM FOR THE 25TH FLOOR LEVEL AND ABOVE. STOP ALL WORK FROM 25TH FLOOR AND ABOVE, PERFORM SUCCESSFUL HYDROSTATIC PRESSURE TEST",,ecb_violations
2025-10-01,work_permit_issued,1037551,219 E 42 ST,1013160012,M01123510-I1-SH,Sidewalk Shed (Renewal Permit Without Changes),applicant,,,Permit Issued,21000.0,,,,219 GC LLC,"INSTALLATION OF HEAVY DUTY SIDEWALK SHED AS PER PLANS. PART OF SHED WILL BE INSTALLED ON ROADWAY. SHED SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION",,permits
2025-10-07,complaint,1037551,219 E 42 ST,1013160012,1706423,7F CSE - TRACKING COMPLIANCE,agency,,D,10/08/2025 - A8 - ECB VIOLATION SERVED,,,,,,CONTRACTOR FAILED TO FILE INCIDENT REPORT WITH DEPARTMENT FOR INCIDENT OCCURING ON 09/30/2025,Summons warranted for not following local 78 law and didnt fill web form for incident was on 9-30-2025 and reporting due on 10-3-2025,open_data+bis_scrape
2025-10-08,ecb_violation,1037551,219 E 42 ST,1013160012,39545723R,Unknown,dob_enforcement,,CLASS - 1,RESOLVE / IN VIOLATION,,2500.0,0.0,2500.0,219 GC LLC,"FAILURE TO COMPLY WITH LOCAL LAW 78 AND DIDN'T REPORT REQUIRED 16 ITEMS AFTER INCIDENT OCCURRED ON 9/30/2025 WITHIN LIMITED 3 BUSINESS DAYS DUE ON 10-3-25., UNDER PERMIT M01075131.  THE DEPARTMENT DID NOT RECEI",,ecb_violations
2025-10-09,complaint,1037552,235 E 42 ST,1013160023,1706633,91 SITE CONDITIONS ENDANGERING WORKERS,311,311-24707564,A,10/10/2025 - I2 - NO VIOLATION WARRANTED FOR COMPLAINT AT TIME OF INSPECTION,,,,,,"Unlicensed workers and unsafe conditions. Today a large item fell and broke through 5 floors and almost hit someone. There are gas machines without proper ventilation. These are hazardous conditions for the workers. The wielders are unlicensed, there aren't any spotters, and the sparks hit workers because they don't use a safety blanket for wielding. There are chipping gun usage above without protection from falling debris. Piece of concrete are constantly falling from above.","I-2 OBSERVED PERMITTED SITE, PEDESTRIAN PROTECTIONS IN PLACE, NO FALLING DEBRIS, NO VIOLATING CONDITIONS AT TIME OF INSPECTION.",open_data+bis_scrape
2025-10-10,safety_violation,1037552,235 E 42 ST,1013160023,VIO-FTC-VT-PER-202412-0000135,Elevators (FTC-VT-PER-CO),dob_program,,,Active,,,,,,,,dob_safety_violations
2025-10-10,safety_violation,1037552,235 E 42 ST,1013160023,VIO-FTC-VT-PER-202412-0000511,Elevators (FTC-VT-PER-CO),dob_program,,,Active,,,,,,,,dob_safety_violations
2025-10-10,safety_violation,1037552,235 E 42 ST,1013160023,VIO-FTC-VT-PER-202412-0002374,Elevators (FTC-VT-PER-CO),dob_program,,,Active,,,,,,,,dob_safety_violations
2025-10-10,safety_violation,1037552,235 E 42 ST,1013160023,VIO-FTC-VT-PER-202412-0002375,Elevators (FTC-VT-PER-CO),dob_program,,,Active,,,,,,,,dob_safety_violations
2025-10-10,safety_violation,1037552,235 E 42 ST,1013160023,VIO-FTC-VT-PER-202412-0002376,Elevators (FTC-VT-PER-CO),dob_program,,,Active,,,,,,,,dob_safety_violations
2025-10-10,safety_violation,1037552,235 E 42 ST,1013160023,VIO-FTC-VT-PER-202412-0002377,Elevators (FTC-VT-PER-CO),dob_program,,,Active,,,,,,,,dob_safety_violations
2025-10-10,safety_violation,1037552,235 E 42 ST,1013160023,VIO-FTC-VT-PER-202412-0002380,Elevators (FTC-VT-PER-CO),dob_program,,,Active,,,,,,,,dob_safety_violations
2025-10-10,safety_violation,1037552,235 E 42 ST,1013160023,VIO-FTC-VT-PER-202412-0002381,Elevators (FTC-VT-PER-CO),dob_program,,,Active,,,,,,,,dob_safety_violations
2025-10-10,safety_violation,1037552,235 E 42 ST,1013160023,VIO-FTC-VT-PER-202412-0002842,Elevators (FTC-VT-PER-CO),dob_program,,,Active,,,,,,,,dob_safety_violations
2025-10-10,safety_violation,1037552,235 E 42 ST,1013160023,VIO-FTC-VT-PER-202412-0004827,Elevators (FTC-VT-PER-CO),dob_program,,,Active,,,,,,,,dob_safety_violations
